layer,bit_position,original_bit,flipped_bit,original_param,flipped_param,original_output,flipped_output,target_output
f6,1,0,1,-40,-38,6,6,6
f5,7,0,1,0,-128,8,8,8
c1,4,0,1,-128,-112,7,7,7
f7,4,0,1,-81,-65,4,4,4
f5,7,1,0,-37,91,9,9,9
c3,3,1,0,45,37,2,2,2
f5,3,0,1,7,15,1,1,1
f6,5,1,0,54,22,3,3,3
f6,3,0,1,20,28,3,3,3
c3,2,0,1,-77,-73,0,0,0
f5,1,0,1,-119,-117,5,5,5
f6,3,1,0,-22,-30,5,5,5
c3,0,0,1,28,29,8,8,8
f6,2,1,0,-75,-79,0,0,0
c3,3,1,0,-104,-112,3,3,3
f6,2,0,1,-21,-17,7,7,7
f5,4,0,1,-17,-1,9,9,9
f7,0,1,0,7,6,7,7,7
c1,1,1,0,-2,-4,0,0,0
c1,7,0,1,97,-31,2,2,2
c3,7,1,0,-17,111,7,7,7
f5,5,0,1,-43,-11,9,9,9
f5,4,1,0,-10,-26,1,1,1
c3,5,1,0,-15,-47,7,7,7
f7,3,1,0,9,1,8,8,8
f7,4,0,1,-17,-1,0,0,0
f5,6,1,0,-15,-79,3,3,3
c3,4,1,0,-1,-17,5,5,5
f5,4,0,1,-94,-78,3,3,3
c1,4,1,0,-11,-27,6,6,6
c3,5,0,1,-51,-19,0,0,0
f7,1,1,0,62,60,1,1,1
f7,7,0,1,0,-128,2,2,2
c3,2,0,1,-14,-10,3,3,3
f7,7,1,0,-18,110,4,4,4
c3,0,0,1,38,39,5,5,5
f6,2,1,0,-76,-80,6,6,6
c3,5,1,0,-24,-56,7,7,7
c3,1,1,0,42,40,8,8,8
c1,3,1,0,106,98,9,9,9
f5,6,1,0,-46,-110,0,0,0
f6,3,0,1,-9,-1,1,1,1
c1,7,0,1,12,-116,2,2,2
f7,5,0,1,-51,-19,3,3,3
c1,3,1,0,-35,-43,4,4,4
f6,6,0,1,0,64,5,5,5
f7,0,1,0,5,4,6,6,6
c3,6,1,0,-23,-87,7,7,7
f6,1,0,1,-16,-14,8,8,8
c3,1,1,0,10,8,9,9,9
c1,1,1,0,106,104,0,0,0
c3,6,0,1,1,65,1,1,1
c3,3,0,1,-109,-101,2,2,2
f7,5,1,0,-19,-51,3,3,3
f5,0,0,1,-10,-9,4,4,4
c1,3,0,1,-27,-19,7,7,7
f5,2,0,1,-32,-28,8,8,8
f5,3,0,1,2,10,9,9,9
c3,6,1,0,-37,-101,6,6,6
f5,3,1,0,-8,-16,4,4,4
f5,5,0,1,13,45,2,2,2
c3,4,1,0,23,7,6,6,6
c1,4,1,0,-44,-60,4,4,4
c3,5,1,0,-67,-99,7,7,7
c3,0,1,0,-45,-46,8,8,8
f6,0,1,0,17,16,9,9,9
c3,2,0,1,10,14,2,2,2
c1,5,0,1,9,41,9,9,9
f7,7,1,0,-16,112,3,3,3
c1,1,1,0,6,4,9,9,9
f6,1,1,0,-17,-19,3,3,3
c3,7,1,0,-50,78,0,0,0
c3,6,1,0,-23,-87,0,0,0
f5,7,1,0,-113,15,1,1,1
c3,3,0,1,-59,-51,0,0,0
f5,3,0,1,-47,-39,4,4,4
f7,4,0,1,15,31,2,2,2
c1,5,1,0,41,9,6,6,6
c3,7,1,0,-16,112,3,3,3
f5,7,1,0,-52,76,5,5,5
f6,2,0,1,-7,-3,3,3,3
f5,1,1,0,-1,-3,0,0,0
f5,5,1,0,-2,-34,3,3,3
f6,4,1,0,-36,-52,4,4,4
f5,2,0,1,-32,-28,1,1,1
f6,3,0,1,-26,-18,5,5,5
c1,0,1,0,-45,-46,3,3,3
f6,4,0,1,-23,-7,0,0,0
f5,4,0,1,6,22,8,8,8
c1,5,1,0,-24,-56,3,3,3
f6,7,0,1,79,-49,0,0,0
c3,0,0,1,-42,-41,6,6,6
c3,2,0,1,-111,-107,1,1,1
f6,4,1,0,-3,-19,7,7,7
f5,3,1,0,-87,-95,8,8,8
f5,2,0,1,-5,-1,0,0,0
c1,1,1,0,-105,-107,9,9,9
c1,3,1,0,26,18,2,2,2
c1,6,0,1,21,85,6,6,6
c3,7,1,0,-102,26,7,7,7
f7,7,0,1,21,-107,1,1,1
f5,1,0,1,21,23,9,9,9
f6,3,1,0,8,0,6,6,6
c1,2,0,1,1,5,9,9,9
f7,2,0,1,-6,-2,4,4,4
c1,3,0,1,36,44,9,9,9
f6,4,0,1,6,22,9,9,9
c3,0,0,1,-14,-13,6,6,6
c1,5,0,1,-36,-4,7,7,7
f6,3,1,0,-65,-73,1,1,1
f7,3,1,0,9,1,2,2,2
c1,4,0,1,-20,-4,5,5,5
f6,5,0,1,11,43,3,3,3
c1,0,0,1,26,27,7,7,7
c3,2,1,0,36,32,8,8,8
f6,6,0,1,17,81,0,0,0
f6,3,0,1,6,14,1,1,1
f6,1,0,1,-51,-49,2,2,2
c1,6,1,0,-39,-103,4,4,4
f5,1,1,0,-6,-8,5,5,5
f6,6,0,1,47,111,6,6,6
f5,0,1,0,-123,-124,7,7,7
f7,2,1,0,-11,-15,8,8,8
c3,0,0,1,-80,-79,9,9,9
f5,3,1,0,-52,-60,0,0,0
c1,1,0,1,-47,-45,1,1,1
c3,3,0,1,-62,-54,3,3,3
c3,3,1,0,11,3,4,4,4
c3,0,1,0,-11,-12,5,5,5
c1,6,0,1,26,90,6,6,6
f7,1,1,0,-5,-7,7,7,7
f7,2,0,1,10,14,8,8,8
c1,5,0,1,87,119,0,0,0
f7,4,1,0,-13,-29,1,1,1
f6,7,0,1,10,-118,3,3,3
f6,2,1,0,-58,-62,4,4,4
f6,1,1,0,15,13,7,7,7
f6,7,1,0,-33,95,8,8,8
f7,2,0,1,16,20,9,9,9
c3,6,1,0,-29,-93,7,7,7
c1,5,1,0,-25,-57,5,5,5
f5,4,0,1,12,28,5,5,5
f6,2,0,1,-13,-9,1,1,1
f6,3,0,1,20,28,9,9,9
f7,5,0,1,0,32,9,9,9
f6,2,1,0,-52,-56,7,7,7
f5,6,1,0,-10,-74,1,1,1
c1,0,0,1,44,45,0,0,0
f5,5,1,0,-66,-98,0,0,0
c3,5,0,1,0,32,5,5,5
f6,1,1,0,-25,-27,9,9,9
f6,2,0,1,42,46,7,7,7
c3,1,0,1,56,58,1,1,1
f6,4,0,1,-24,-8,7,7,7
c3,5,1,0,-22,-54,2,2,2
c3,5,1,0,61,29,2,2,2
f6,0,1,0,-11,-12,3,3,3
c1,0,0,1,-2,-1,6,6,6
c3,3,1,0,29,21,8,8,8
f5,6,1,0,-29,-93,3,3,3
f5,1,0,1,-75,-73,2,2,2
f7,0,0,1,20,21,0,0,0
f7,5,0,1,-38,-6,0,0,0
c3,5,0,1,-61,-29,6,6,6
f5,6,1,0,-27,-91,1,1,1
c1,7,0,1,34,-94,7,7,7
f5,6,1,0,-13,-77,5,5,5
f5,1,1,0,-81,-83,8,8,8
f7,4,0,1,8,24,6,6,6
c3,0,1,0,-11,-12,2,2,2
c1,7,0,1,47,-81,9,9,9
c1,0,0,1,-20,-19,4,4,4
f7,4,0,1,10,26,8,8,8
c3,2,0,1,-63,-59,8,8,8
f7,0,0,1,-18,-17,7,7,7
f6,1,0,1,-44,-42,1,1,1
f5,0,0,1,-4,-3,0,0,0
c3,0,0,1,-2,-1,8,8,8
f7,2,0,1,2,6,7,7,7
c1,1,1,0,-66,-68,7,7,7
f7,2,1,0,12,8,5,5,5
c3,3,1,0,-4,-12,8,8,8
f6,0,1,0,17,16,5,5,5
f6,5,1,0,-69,-101,3,3,3
f5,5,0,1,4,36,4,4,4
c1,7,0,1,57,-71,6,6,6
f6,7,0,1,4,-124,1,1,1
c3,4,1,0,28,12,1,1,1
c1,7,0,1,87,-41,5,5,5
c1,1,0,1,121,123,5,5,5
c3,5,0,1,-49,-17,0,0,0
c1,0,0,1,12,13,7,7,7
c3,4,0,1,-126,-110,2,2,2
f6,1,1,0,-1,-3,3,3,3
c3,1,0,1,-8,-6,6,6,6
f6,6,0,1,22,86,4,4,4
c3,2,0,1,-13,-9,1,1,1
f6,7,0,1,11,-117,2,2,2
c3,1,0,1,36,38,4,4,4
f6,7,1,0,-71,57,1,1,1
f5,3,0,1,-15,-7,5,5,5
c3,4,1,0,-66,-82,4,4,4
f5,3,1,0,-39,-47,2,2,2
c1,4,1,0,63,47,0,0,0
f7,7,1,0,-21,107,4,4,4
f7,1,1,0,-18,-20,8,8,8
c1,7,0,1,41,-87,6,6,6
c1,6,0,1,3,67,1,1,1
f7,6,1,0,-23,-87,9,9,9
f6,3,0,1,-12,-4,0,0,0
f6,2,1,0,-41,-45,2,2,2
c1,5,0,1,-47,-15,5,5,5
c1,6,0,1,3,67,6,6,6
f7,4,1,0,19,3,9,9,9
f7,0,0,1,-20,-19,3,3,3
f6,5,0,1,1,33,6,6,6
f6,2,1,0,22,18,3,3,3
f7,3,0,1,5,13,6,6,6
f7,1,1,0,-18,-20,0,0,0
f5,6,0,1,6,70,1,1,1
f5,4,0,1,-87,-71,2,2,2
f7,5,0,1,19,51,3,3,3
c3,7,1,0,-24,104,4,4,4
c3,4,0,1,-19,-3,5,5,5
f6,3,0,1,-9,-1,6,6,6
f7,4,0,1,-17,-1,7,7,7
c3,2,0,1,-5,-1,8,8,8
f6,5,1,0,-26,-58,9,9,9
f5,6,0,1,18,82,0,0,0
c1,6,1,0,-37,-101,1,1,1
f7,6,1,0,-31,-95,2,2,2
c1,7,0,1,26,-102,3,3,3
c3,4,1,0,-37,-53,4,4,4
c3,2,1,0,7,3,5,5,5
c1,3,0,1,-58,-50,6,6,6
c3,7,1,0,-56,72,7,7,7
f5,3,0,1,-11,-3,8,8,8
f6,2,1,0,-10,-14,9,9,9
c1,7,1,0,-102,26,0,0,0
f7,1,1,0,-10,-12,1,1,1
f5,5,1,0,-19,-51,2,2,2
c3,6,1,0,-3,-67,3,3,3
f7,2,0,1,-6,-2,5,5,5
f7,0,0,1,-8,-7,6,6,6
c1,7,0,1,65,-63,7,7,7
c3,0,0,1,0,1,8,8,8
c1,6,0,1,27,91,1,1,1
c1,6,1,0,-45,-109,0,0,0
c1,6,0,1,12,76,9,9,9
f6,5,1,0,-6,-38,5,5,5
c3,3,1,0,-20,-28,7,7,7
f5,5,1,0,-88,-120,5,5,5
f7,6,1,0,-33,-97,1,1,1
c1,4,1,0,87,71,8,8,8
c3,6,1,0,-44,-108,6,6,6
f7,2,1,0,-12,-16,9,9,9
f6,2,0,1,9,13,0,0,0
c3,3,0,1,-76,-68,4,4,4
c1,1,0,1,8,10,1,1,1
c1,5,1,0,-1,-33,9,9,9
f6,6,1,0,-11,-75,3,3,3
f6,3,1,0,30,22,8,8,8
f6,3,0,1,80,88,4,4,4
f6,2,1,0,-12,-16,4,4,4
c1,4,1,0,-2,-18,7,7,7
c3,2,1,0,-100,-104,0,0,0
f7,6,0,1,4,68,1,1,1
f6,4,0,1,-27,-11,9,9,9
c3,5,0,1,10,42,2,2,2
f5,2,1,0,-33,-37,8,8,8
c1,7,0,1,26,-102,7,7,7
f7,2,1,0,-12,-16,8,8,8
f5,7,1,0,-70,58,2,2,2
f6,0,1,0,-7,-8,5,5,5
f6,6,0,1,5,69,9,9,9
c1,6,1,0,-32,-96,6,6,6
f6,7,0,1,17,-111,0,0,0
c3,3,1,0,-34,-42,6,6,6
c3,1,0,1,-63,-61,5,5,5
f5,5,0,1,13,45,5,5,5
c3,4,0,1,-49,-33,3,3,3
f5,0,1,0,5,4,3,3,3
f7,6,1,0,-8,-72,3,3,3
c3,0,0,1,-126,-125,9,9,9
f7,1,0,1,-43,-41,8,8,8
f7,6,1,0,-2,-66,1,1,1
f5,5,0,1,31,63,1,1,1
c1,3,1,0,-35,-43,0,0,0
f5,3,0,1,-15,-7,6,6,6
f5,3,0,1,2,10,1,1,1
f7,3,0,1,-9,-1,0,0,0
f5,6,1,0,-17,-81,0,0,0
f7,7,1,0,-41,87,6,6,6
f5,1,0,1,-71,-69,2,2,2
f7,4,0,1,11,27,1,1,1
c3,0,0,1,-46,-45,1,1,1
f7,3,1,0,-88,-96,3,3,3
f5,2,0,1,16,20,2,2,2
c3,0,0,1,-62,-61,7,7,7
f6,2,1,0,-91,-95,7,7,7
f7,4,1,0,-35,-51,8,8,8
c3,7,1,0,-29,99,8,8,8
f7,4,0,1,44,60,7,7,7
f5,5,1,0,-23,-55,8,8,8
c3,4,1,0,-16,-32,4,4,4
c3,4,1,0,-11,-27,6,6,6
f7,4,0,1,-27,-11,0,0,0
f5,4,0,1,-20,-4,2,2,2
f5,4,0,1,-23,-7,0,0,0
f5,5,0,1,28,60,7,7,7
f5,2,1,0,-66,-70,0,0,0
c3,7,1,0,-59,69,3,3,3
f6,1,1,0,6,4,6,6,6
f6,3,0,1,0,8,8,8,8
f6,7,0,1,24,-104,7,7,7
c1,7,1,0,-7,121,1,1,1
c3,2,1,0,-50,-54,5,5,5
f5,7,1,0,-52,76,9,9,9
c3,7,1,0,-13,115,9,9,9
f5,4,0,1,-58,-42,3,3,3
f5,3,0,1,-92,-84,7,7,7
c3,2,0,1,-23,-19,2,2,2
c3,0,0,1,-74,-73,4,4,4
c3,2,0,1,64,68,9,9,9
f6,4,0,1,1,17,4,4,4
c3,5,1,0,39,7,3,3,3
f6,6,1,0,-55,-119,6,6,6
f5,4,1,0,49,33,2,2,2
f7,7,1,0,-6,122,2,2,2
c1,0,1,0,21,20,5,5,5
f6,1,1,0,-38,-40,3,3,3
f7,2,1,0,-41,-45,2,2,2
c1,0,1,0,33,32,5,5,5
f6,4,1,0,27,11,5,5,5
f6,2,0,1,-16,-12,9,9,9
c1,3,1,0,-36,-44,4,4,4
f6,0,1,0,3,2,1,1,1
f6,6,1,0,-15,-79,7,7,7
f5,4,0,1,66,82,2,2,2
f7,4,0,1,1,17,0,0,0
c3,3,1,0,-6,-14,1,1,1
f7,6,1,0,-15,-79,2,2,2
f5,1,1,0,-6,-8,3,3,3
c1,3,1,0,-7,-15,4,4,4
c1,0,1,0,-45,-46,5,5,5
f7,5,0,1,-37,-5,6,6,6
f6,5,0,1,26,58,7,7,7
f7,1,0,1,20,22,8,8,8
f6,5,0,1,2,34,9,9,9
c3,6,1,0,-4,-68,0,0,0
f6,3,0,1,4,12,1,1,1
f6,3,1,0,24,16,2,2,2
f6,1,0,1,29,31,3,3,3
c1,2,0,1,-79,-75,4,4,4
c1,2,0,1,-13,-9,5,5,5
f7,0,0,1,-30,-29,6,6,6
c1,4,1,0,-7,-23,7,7,7
c1,0,0,1,-88,-87,8,8,8
f6,7,1,0,-11,117,9,9,9
f5,4,0,1,36,52,0,0,0
f6,5,0,1,2,34,1,1,1
c3,7,0,1,13,-115,2,2,2
c3,5,1,0,-66,-98,3,3,3
c3,6,1,0,-56,-120,4,4,4
c1,1,1,0,-53,-55,5,5,5
c3,6,1,0,-19,-83,6,6,6
c1,6,0,1,22,86,7,7,7
f7,5,1,0,-5,-37,8,8,8
f5,3,1,0,-104,-112,9,9,9
f6,2,0,1,-39,-35,1,1,1
c3,3,0,1,1,9,0,0,0
f7,1,1,0,-37,-39,1,1,1
c1,4,0,1,-53,-37,2,2,2
c1,7,0,1,52,-76,7,7,7
f5,3,0,1,-13,-5,5,5,5
f6,5,0,1,14,46,3,3,3
f5,5,0,1,31,63,4,4,4
f5,7,1,0,-11,117,4,4,4
c3,5,0,1,-63,-31,0,0,0
c3,4,0,1,-18,-2,0,0,0
f7,4,1,0,-16,-32,6,6,6
f5,2,1,0,-57,-61,8,8,9
f6,4,0,1,-19,-3,6,6,6
f6,2,0,1,-16,-12,6,6,6
f7,1,1,0,-10,-12,5,5,5
f5,3,0,1,5,13,7,7,7
c3,3,1,0,-18,-26,2,2,2
f5,4,1,0,-2,-18,3,3,3
f5,7,1,0,-47,81,4,4,4
f5,2,1,0,-92,-96,4,4,4
c3,3,0,1,-92,-84,9,9,9
f7,3,0,1,-9,-1,1,1,1
c1,7,1,0,-79,49,4,4,4
f6,4,0,1,-30,-14,0,0,0
c3,6,1,0,-62,-126,7,7,7
f5,4,0,1,4,20,9,9,9
c3,4,1,0,-44,-60,5,5,5
f5,1,0,1,-48,-46,7,7,7
f6,0,0,1,-6,-5,2,2,2
f7,5,1,0,-5,-37,3,3,3
c3,0,1,0,-83,-84,1,1,1
c3,0,1,0,-11,-12,4,4,4
f6,5,1,0,-4,-36,4,4,4
c1,1,0,1,-88,-86,0,0,0
c3,5,1,0,-96,-128,9,9,9
c1,5,0,1,87,119,9,9,9
c3,7,1,0,-15,113,6,6,6
c1,1,0,1,-12,-10,1,1,1
f5,1,0,1,-19,-17,8,8,8
f7,5,1,0,-19,-51,3,3,3
f5,6,1,0,-35,-99,3,3,3
c3,1,0,1,-15,-13,7,7,7
f6,4,0,1,-28,-12,3,3,3
f7,0,1,0,-17,-18,9,9,9
f5,6,1,0,-20,-84,8,8,8
f7,0,0,1,-28,-27,8,8,8
f6,4,1,0,-66,-82,4,4,4
c3,0,1,0,-15,-16,7,7,7
c3,4,1,0,-73,-89,7,7,7
f6,5,0,1,21,53,6,6,6
c1,1,1,0,6,4,2,2,2
c3,5,1,0,-73,-105,1,1,1
f7,4,1,0,-9,-25,9,9,9
f5,2,0,1,-23,-19,8,8,8
f6,0,0,1,-70,-69,7,7,7
c3,1,0,1,-16,-14,8,8,8
c1,2,1,0,12,8,8,8,8
f6,4,1,0,-7,-23,7,7,7
f5,6,0,1,12,76,2,2,2
f5,4,0,1,-27,-11,2,2,2
c3,0,0,1,-46,-45,3,3,3
f5,4,1,0,-78,-94,9,9,9
f6,4,1,0,-6,-22,3,3,3
f6,7,0,1,2,-126,3,3,3
c3,4,1,0,-37,-53,5,5,5
f5,5,0,1,-108,-76,5,5,5
c3,7,1,0,-4,124,0,0,0
c1,4,0,1,106,122,7,7,7
f6,2,1,0,-4,-8,7,7,9
f5,5,1,0,-5,-37,5,5,5
c1,3,1,0,57,49,6,6,6
f5,4,0,1,14,30,5,5,5
f7,0,0,1,-6,-5,1,1,1
f5,5,0,1,-43,-11,4,4,4
f7,3,1,0,10,2,1,1,1
c3,7,0,1,53,-75,1,1,1
c1,2,1,0,-28,-32,2,2,2
f6,6,0,1,9,73,8,8,8
f7,2,1,0,-17,-21,2,2,2
f6,2,1,0,-3,-7,6,6,6
f6,4,1,0,51,35,1,1,1
f5,0,0,1,-16,-15,5,5,5
f7,4,0,1,11,27,0,0,0
c1,7,1,0,-13,115,1,1,1
c3,7,1,0,-54,74,2,2,2
f6,3,1,0,-3,-11,3,3,3
c1,5,0,1,29,61,4,4,4
f6,0,1,0,-15,-16,5,5,5
c3,6,1,0,-2,-66,6,6,6
f7,7,1,0,-1,127,7,7,7
f7,5,1,0,-3,-35,8,8,8
f6,1,1,0,-5,-7,9,9,9
f6,0,0,1,-46,-45,0,0,0
f5,6,1,0,-29,-93,1,1,1
f7,7,1,0,-53,75,2,2,2
c3,4,0,1,-81,-65,3,3,3
f5,3,1,0,-39,-47,4,4,4
c3,4,0,1,64,80,5,5,5
f7,6,1,0,-30,-94,6,6,6
c3,6,0,1,14,78,7,7,7
f7,2,1,0,-73,-77,8,8,8
c1,7,1,0,-30,98,9,9,9
f7,2,0,1,-23,-19,0,0,0
c3,2,1,0,12,8,1,1,1
c3,7,1,0,-52,76,2,2,2
f7,7,1,0,-24,104,3,3,3
f7,6,0,1,16,80,4,4,4
f6,2,0,1,8,12,5,5,5
c3,3,1,0,-17,-25,6,6,6
c1,1,0,1,29,31,7,7,7
f6,7,1,0,-20,108,3,3,8
c3,4,1,0,-5,-21,8,8,8
f6,1,0,1,-32,-30,0,0,0
c1,6,0,1,41,105,6,6,6
c1,5,0,1,-35,-3,0,0,0
f6,3,0,1,-9,-1,1,1,0
c1,5,0,1,-100,-68,2,2,2
f5,4,1,0,-37,-53,3,3,3
f7,5,0,1,-36,-4,7,7,7
c3,2,0,1,-77,-73,9,9,9
c1,3,1,0,-18,-26,4,4,4
c3,3,0,1,-127,-119,7,7,7
c3,6,1,0,-38,-102,1,1,1
c3,7,1,0,-43,85,7,7,9
f5,0,0,1,-2,-1,1,1,1
f7,6,1,0,-63,-127,7,7,7
c1,1,1,0,86,84,1,1,1
c1,4,0,1,-58,-42,4,4,4
c1,1,1,0,-18,-20,0,0,0
c3,0,1,0,-93,-94,0,0,0
c1,1,0,1,65,67,1,1,1
c3,6,1,0,-28,-92,7,7,7
c3,3,1,0,-66,-74,5,5,5
c1,0,0,1,-120,-119,9,9,7
f5,3,1,0,-4,-12,1,1,1
f7,2,1,0,12,8,3,3,3
c1,1,0,1,44,46,3,3,3
f7,2,0,1,-7,-3,3,3,3
c1,7,1,0,-8,120,1,1,1
f6,4,1,0,-74,-90,6,6,6
f7,5,0,1,4,36,9,9,9
f6,5,1,0,-29,-61,7,7,7
c3,7,0,1,46,-82,1,1,1
c1,4,1,0,51,35,3,3,3
f7,0,1,0,1,0,0,0,0
f7,6,1,0,-5,-69,7,7,2
f5,4,1,0,-5,-21,6,6,6
c1,2,1,0,110,106,0,0,0
f7,4,1,0,-15,-31,8,8,8
f6,1,1,0,-37,-39,9,9,9
f5,3,1,0,-40,-48,4,4,4
f5,6,0,1,20,84,3,3,3
c1,5,1,0,97,65,5,5,5
f6,5,0,1,-121,-89,4,4,4
c1,1,0,1,-51,-49,8,8,8
f5,7,1,0,-80,48,1,1,1
f6,4,0,1,70,86,5,5,5
f6,7,1,0,-1,127,9,9,9
f7,5,1,0,44,12,0,0,0
c1,7,0,1,121,-7,6,6,6
f5,2,1,0,7,3,6,6,6
f6,1,0,1,-72,-70,3,3,3
c3,6,1,0,-34,-98,8,8,8
f5,6,0,1,7,71,1,1,1
c1,4,1,0,-45,-61,4,4,4
f5,7,1,0,-40,88,7,7,7
c1,4,1,0,-66,-82,5,5,5
f7,4,0,1,2,18,2,2,2
c1,7,0,1,22,-106,0,0,0
c1,3,0,1,-14,-6,0,0,0
f5,2,0,1,-102,-98,1,1,1
f6,3,0,1,-11,-3,7,7,7
f7,6,0,1,1,65,8,8,8
f7,0,0,1,-40,-39,7,7,9
f6,4,1,0,-1,-17,6,6,6
f6,4,1,0,-4,-20,8,8,8
f6,2,0,1,-93,-89,8,8,8
f6,4,1,0,-14,-30,2,2,2
f7,1,0,1,-4,-2,3,3,3
c3,0,0,1,-120,-119,6,6,6
f7,6,1,0,-28,-92,1,1,1
c3,5,0,1,-121,-89,2,2,2
c1,3,0,1,38,46,9,9,9
f6,7,0,1,45,-83,5,5,5
f6,5,1,0,-22,-54,2,2,2
f5,7,1,0,-43,85,0,0,0
c1,2,1,0,-17,-21,1,1,1
f7,0,1,0,57,56,2,2,2
f7,7,1,0,-29,99,3,3,3
f5,1,1,0,11,9,4,4,4
f5,1,1,0,19,17,5,5,5
f6,4,1,0,-14,-30,6,6,6
c3,0,0,1,-12,-11,7,7,7
f5,4,0,1,-114,-98,8,8,8
c1,5,1,0,-22,-54,9,9,9
f5,2,0,1,3,7,0,0,0
f6,1,1,0,-22,-24,1,1,1
c3,6,0,1,17,81,2,2,2
f7,6,1,0,-1,-65,3,3,3
f7,7,0,1,29,-99,4,4,4
f7,6,0,1,2,66,5,5,5
f7,7,1,0,-59,69,6,6,6
f6,1,1,0,-73,-75,7,7,7
f6,5,1,0,-13,-45,8,8,8
f6,4,1,0,-2,-18,9,9,9
f7,3,1,0,-119,-127,0,0,0
f6,5,0,1,12,44,1,1,1
f7,7,1,0,-20,108,2,2,2
f5,2,0,1,-13,-9,3,3,3
c3,6,0,1,-98,-34,4,4,4
f7,5,1,0,-24,-56,6,6,5
f7,5,0,1,-54,-22,6,6,6
c3,0,0,1,-80,-79,7,7,7
f5,5,1,0,-22,-54,8,8,8
f7,7,0,1,1,-127,9,9,9
c1,1,0,1,-27,-25,7,7,7
f6,6,1,0,-43,-107,4,4,4
c1,2,1,0,110,106,6,6,6
f6,0,1,0,-5,-6,1,1,1
c3,5,0,1,-44,-12,4,4,4
c1,3,0,1,86,94,0,0,0
c1,3,1,0,29,21,9,9,9
f7,7,1,0,-1,127,9,9,9
f6,3,0,1,-43,-35,3,3,3
f7,4,0,1,11,27,7,7,7
f6,4,1,0,-97,-113,8,8,8
c1,1,0,1,57,59,4,4,4
f5,6,0,1,-109,-45,7,7,7
c1,4,1,0,52,36,5,5,5
f7,3,0,1,5,13,8,8,8
c1,0,0,1,34,35,5,5,5
f6,7,0,1,10,-118,3,3,3
f7,0,0,1,-12,-11,2,2,2
c1,6,0,1,-97,-33,2,2,2
c1,6,0,1,-79,-15,0,0,0
c1,2,0,1,-128,-124,5,5,5
c1,0,1,0,-11,-12,8,8,8
f5,7,0,1,19,-109,6,6,6
c1,7,0,1,12,-116,0,0,0
f6,2,0,1,-31,-27,3,3,3
f5,7,1,0,-103,25,8,8,8
f6,4,0,1,-18,-2,1,1,1
f7,1,0,1,-3,-1,0,0,0
f6,7,1,0,-6,122,3,3,3
c1,0,0,1,-20,-19,0,0,0
f6,7,1,0,-2,126,4,4,4
f6,0,1,0,-7,-8,7,7,7
c1,4,0,1,-60,-44,4,4,4
c3,7,1,0,-49,79,9,9,9
f5,7,0,1,44,-84,2,2,2
f7,1,0,1,13,15,9,9,9
f5,7,0,1,15,-113,5,5,5
c3,6,0,1,-112,-48,7,7,7
f5,4,1,0,-9,-25,1,1,1
f5,0,0,1,32,33,7,7,7
f5,4,0,1,2,18,1,1,1
f6,5,0,1,-39,-7,6,6,6
f5,4,1,0,28,12,6,6,6
c3,2,0,1,-15,-11,3,3,5
c1,7,1,0,-40,88,6,6,6
f6,4,1,0,18,2,2,2,2
f7,7,0,1,25,-103,8,8,8
c3,6,1,0,-51,-115,7,7,7
f7,5,0,1,-42,-10,6,6,6
f7,7,1,0,-32,96,4,4,4
f6,1,1,0,35,33,9,9,9
f5,4,1,0,18,2,9,9,9
f7,3,0,1,-10,-2,5,5,5
f5,7,0,1,5,-123,3,3,3
f7,0,1,0,-37,-38,7,7,7
c1,6,0,1,-66,-2,4,4,4
f6,5,1,0,-6,-38,3,3,3
f5,7,0,1,6,-122,0,0,0
c1,2,0,1,-8,-4,4,4,4
f6,2,1,0,14,10,6,6,6
c1,1,1,0,-18,-20,6,6,6
c1,6,1,0,-36,-100,1,1,1
f7,7,1,0,-16,112,1,1,1
c3,5,0,1,-41,-9,3,3,3
f7,4,1,0,27,11,2,2,2
c1,0,0,1,-66,-65,1,1,1
f7,1,0,1,-63,-61,0,0,0
c3,5,0,1,-97,-65,0,0,0
f6,5,1,0,62,30,1,1,1
f6,4,0,1,15,31,2,2,2
f7,4,1,0,30,14,3,3,3
c1,5,1,0,-17,-49,4,4,4
f7,6,1,0,-1,-65,7,7,7
f6,0,0,1,-40,-39,8,8,8
c1,5,0,1,-127,-95,9,9,9
f6,5,0,1,-128,-96,0,0,0
c1,4,1,0,-39,-55,1,1,1
c3,7,0,1,38,-90,2,2,2
f6,3,0,1,5,13,3,3,3
c3,5,0,1,-44,-12,4,4,4
c1,4,0,1,-88,-72,5,5,5
c3,2,0,1,-37,-33,6,6,6
c1,4,0,1,5,21,7,7,7
c3,5,0,1,-104,-72,8,8,8
f6,5,1,0,-20,-52,0,0,0
c3,6,1,0,-45,-109,1,1,1
f7,4,1,0,-35,-51,2,2,2
c3,1,1,0,-41,-43,3,3,3
f6,4,1,0,-48,-64,4,4,4
f5,4,0,1,3,19,7,7,7
f5,0,1,0,11,10,8,8,8
c3,1,0,1,-36,-34,9,9,9
c1,2,1,0,-4,-8,0,0,0
c1,2,0,1,121,125,8,8,8
f5,6,1,0,-16,-80,3,3,3
f6,3,1,0,13,5,9,9,9
c3,2,0,1,-29,-25,5,5,5
c1,7,1,0,-60,68,5,5,5
c3,7,1,0,-128,0,2,2,2
f6,0,0,1,-18,-17,6,6,6
f6,0,0,1,-10,-9,8,8,8
c1,3,1,0,-49,-57,4,4,4
